"","leafsp","trt","area","lesion1","lesion2","lesion3","totlesion","Unattributed.infection.area","tot.lesion","percent.infection","X","medMAP","hostorigin","minMAP","maxMAP","rangeMAP","Isolate","code","Bosque","pathogenorigin","DRY_DEFICIT","percent0","control"
"285","aspicr","5",1219.012,902.314,0,0,902.314,"0",902.314,0.740201080875332,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"286","aspicr","Control 1",1738.42,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"287","aspicr","Control 2",1172.911,581.496,0,0,581.496,"0",581.496,0.495771631436656,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"288","aspicr","Control 3",1638.274,25.766,0,0,25.766,"0",25.766,0.0157275278738477,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"289","aspicr","Control 4",1482.938,809.969,0,0,809.969,"0",809.969,0.546192086250403,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"290","aspicr","Control 5",2541.132,29.195,0,0,29.195,"0",29.195,0.0114889742051967,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"291","castel","1",4369.908,0,0,0,0,"792.872",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"292","castel","2",2203.744,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"293","castel","3",1018.642,0,0,0,0,"1018.642",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"294","castel","4",446.082,0,0,0,0,"446.082",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"295","castel","5",2539.299,0,0,0,0,"2539.299",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"296","castel","Control 1",2193.57,0,0,0,0,"238.181",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"297","castel","Control 2",3039.631,0,0,0,0,"1169.707",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"298","castel","Control 3",2955.621,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"299","castel","Control 4",1429.162,30.221,0,0,30.221,"37.976",30.221,0.021145958260855,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"300","castel","Control 5",1428.919,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"301","dendar","1",4352.21,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"302","dendar","2",3516.863,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"303","dendar","3",5083.392,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"304","dendar","4",5271.75,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"305","dendar","5",3889.566,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"306","dendar","Control 1",4784.884,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"307","dendar","Control 2",3517.409,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"308","dendar","Control 3",4698.914,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"309","dendar","Control 4",4096.828,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"310","dendar","Control 5",5407.511,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"311","mourmy","1",178.983,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"312","mourmy","2",260.727,8.524,0,0,8.524,"6.886",8.524,0.0326932001672247,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"313","mourmy","3",242.235,42.548,0,0,42.548,"0",42.548,0.175647614919396,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"314","mourmy","4",291.438,14.767,0,0,14.767,"0",14.767,0.0506694391259891,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"315","mourmy","5",170.575,110.872,0,0,110.872,"0",110.872,0.649989740583321,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"316","mourmy","Control 1",232.603,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"317","mourmy","Control 2",99.734,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"318","mourmy","Control 3",182.704,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"319","mourmy","Control 4",85.039,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"320","mourmy","Control 5",118.084,0,0,0,0,"118.084",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"321","ormoma","1",3778.499,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"322","ormoma","2",4678.919,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"323","ormoma","3",3077.251,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"324","ormoma","4",2540.49,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"325","ormoma","5",1512.767,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"326","ormoma","Control 1",5640.427,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"327","ormoma","Control 2",4558.858,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"328","ormoma","Control 3",4084.467,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"329","ormoma","Control 4",3485.356,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"330","ormoma","Control 5",3423.558,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"331","randar","1",818.241,0,0,0,0,"818.241",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"332","randar","2",668.176,0,0,0,0,"768.176",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"333","randar","3",840.513,827.639,0,0,827.639,"0",827.639,0.984683163734529,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"334","randar","4",745.445,677.622,0,0,677.622,"0",677.622,0.909016761799999,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"335","randar","5",610.595,476.579,0,0,476.579,"0",476.579,0.780515726463531,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"live"
"336","randar","Control 1",1052.486,909.598,0,0,909.598,"0",909.598,0.864237624063408,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"337","randar","Control 2",392.363,302.499,0,0,302.499,"0",302.499,0.770967191096,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"338","randar","Control 3",527.139,472.893,0,0,472.893,"0",472.893,0.897093555969109,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"339","randar","Control 4",790.469,0,0,0,0,"790.469",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"340","randar","Control 5",791.08,683.724,0,0,683.724,"0",683.724,0.864291854174041,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"341","soroaf","1",697.579,0,0,0,0,"9.88",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"342","soroaf","2",1496.53,0,0,0,0,"1496.53",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"343","soroaf","3",3167.252,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"344","soroaf","4",3050.06,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"345","soroaf","5",2492.59,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live"
"346","soroaf","Control 1",2152.035,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"347","soroaf","Control 2",3267.115,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"348","soroaf","Control 3",2359.748,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"349","soroaf","Control 4",627.579,10.24,13.868,0,24.108,"0",24.108,0.0384142872849474,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"cntrl"
"350","soroaf","Control 5",2349.319,0,0,0,0,"2349.419",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"cntrl"
"351","aspicr","1",1935.429,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"352","aspicr","2",3308.625,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"353","aspicr","3",1693.907,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"354","aspicr","4",1692.52,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"355","aspicr","5",2796.078,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"356","aspicr","Control 1",2003.799,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"357","aspicr","Control 2",2241.678,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"358","aspicr","Control 3",1936.994,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"359","aspicr","Control 4",2665.242,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"360","aspicr","Control 5",1780.643,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"361","castel","1",4050.15,0,0,0,0,"234.466",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"362","castel","2",3291.197,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"363","castel","3",3682.713,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"364","castel","4",2305.909,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"365","castel","5",2503.762,175.966,0,0,175.966,"0",175.966,0.0702806416903843,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live"
"366","castel","Control 1",2467.404,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"367","castel","Control 2",1426.859,0,0,0,0,"11.288",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"368","castel","Control 3",1214.753,0,0,0,0,"1214.753",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"369","castel","Control 4",2894.4,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"370","castel","Control 5",2523.535,0,0,0,0,"20.986",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"371","dendar","1",3611.537,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"372","dendar","2",3005.295,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"373","dendar","3",2196.606,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"374","dendar","4",3293.865,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"375","dendar","5",4364.587,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"376","dendar","Control 1",2240.875,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"377","dendar","Control 2",1770.706,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"378","dendar","Control 3",2772.118,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"379","dendar","Control 4",3246.735,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"380","dendar","Control 5",2779.287,193.997,0,0,193.997,"0",193.997,0.0698009957230038,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"381","mourmy","1",296.887,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"382","mourmy","2",134.543,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"383","mourmy","3",182.551,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"384","mourmy","4",134.882,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"385","mourmy","5",139.657,4.809,0,0,4.809,"0",4.809,0.0344343641922711,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live"
"386","mourmy","Control 1",389.614,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"387","mourmy","Control 2",142.63,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"388","mourmy","Control 3",145.173,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"389","mourmy","Control 4",147.985,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"390","mourmy","Control 5",146.05,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"391","ormoma","1",1744.556,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"392","ormoma","2",2112.883,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"393","ormoma","3",3033.034,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"394","ormoma","4",3924.255,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"395","ormoma","5",3163.506,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"396","ormoma","Control 1",1611.765,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"397","ormoma","Control 2",3679.025,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"398","ormoma","Control 3",1794.718,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"399","ormoma","Control 4",2354.722,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"400","ormoma","Control 5",1784.787,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"401","randar","1",1617.372,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"402","randar","2",1220.757,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"403","randar","3",1557.762,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"404","randar","4",1132.145,0,0,0,0,"6.383",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"405","randar","5",948.948,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"406","randar","Control 1",1257.693,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"407","randar","Control 2",740.186,10.784,0,0,10.784,"0",10.784,0.0145693109569757,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"408","randar","Control 3",1245.518,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"409","randar","Control 4",1460.751,12.857,9.1,0,21.957,"13.134",21.957,0.0150313092375087,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"410","randar","Control 5",1056.186,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"411","tri2pa","1",1742.665,0,0,0,0,"12.048",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"412","tri2pa","2",1279.424,25.698,58.926,24.281,108.905,"0",108.905,0.0851203354009304,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live"
"413","tri2pa","3",942.491,15.401,0,0,15.401,"0",15.401,0.0163407395932693,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live"
"414","tri2pa","4",1136.602,0,0,0,0,"12.953",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"415","tri2pa","5",1088.448,0,0,0,0,"33.568",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live"
"416","tri2pa","Control 1",1287.859,617.826,19.848,0,637.674,"207.047",637.674,0.495142713604517,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"417","tri2pa","Control 2",1526.154,119.457,9.304,355.986,484.747,"0",484.747,0.317626530481196,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"418","tri2pa","Control 3",840.16,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"cntrl"
"419","tri2pa","Control 4",802.35,133.108,5.247,8.096,146.451,"0",146.451,0.18252757524771,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"420","tri2pa","Control 5",671.453,172.255,67.918,0,240.173,"0",240.173,0.357691454204539,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"cntrl"
"421","aspicr","1",8886.426,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"422","aspicr","2",4549.241,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"423","aspicr","3",4950.236,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"424","aspicr","4",10038.514,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"425","aspicr","5",9175.697,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live"
"426","aspicr","Control 1",7207.644,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"427","aspicr","Control 2",5988.986,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"428","aspicr","Control 3",6663.589,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
"429","aspicr","Control 4",4825.805,4054.327,0,0,4054.327,"0",4054.327,0.840134858329336,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,1,"cntrl"
"430","aspicr","Control 5",3266.939,0,0,0,0,"124.902",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"cntrl"
